code,obec,počet obyv.,prevalence,/100 tis.,12. 9. 23,13. 9. 23,14. 9. 23,15. 9. 23,16. 9. 23,17. 9. 23,18. 9. 23,19. 9. 23,20. 9. 23,21. 9. 23,22. 9. 23,23. 9. 23,24. 9. 23,25. 9. 23,26. 9. 23,incidence 7d,/100tis.,3.3.20,10.3.20,17.3.20,24.3.20,31.3.20,7.4.20,14.4.20,21.4.20,28.4.20,5.5.20,12.5.20,19.5.20,26.5.20,2.6.20,9.6.20,16.6.20,23.6.20,30.6.20,7.7.20,14.7.20,21.7.20,28.7.20,4.8.20,11.8.20,18.8.20,25.8.20,1.9.20,8.9.20,15.9.20,22.9.20,29.9.20,6.10.20,13.10.20,20.10.20,27.10.20,3.11.20,10.11.20,17.11.20,24.11.20,1.12.20,8.12.20,15.12.20,22.12.20,29.12.20,5.1.21,12.1.21,19.1.21,26.1.21,2.2.21,9.2.21,16.2.21,23.2.21,2.3.21,9.3.21,16.3.21,23.3.21,30.3.21,6.4.21,13.4.21,20.4.21,27.4.21,4.5.21,11.5.21,18.5.21,25.5.21,1.6.21,8.6.21,15.6.21,22.6.21,29.6.21,6.7.21,13.7.21,20.7.21,27.7.21,3.8.21,10.8.21,17.8.21,24.8.21,31.8.21,7.9.21,14.9.21,21.9.21,28.9.21,5.10.21,12.10.21,19.10.21,26.10.21,2.11.21,9.11.21,16.11.21,23.11.21,30.11.21,7.12.21,14.12.21,21.12.21,28.12.21,4.1.22,11.1.22,18.1.22,25.1.22,1.2.22,8.2.22,15.2.22,22.2.22,1.3.22,8.3.22,15.3.22,22.3.22,29.3.22,5.4.22,12.4.22,19.4.22,26.4.22,3.5.22,10.5.22,17.5.22,24.5.22,31.5.22,7.6.22,14.6.22,21.6.22,28.6.22,5.7.22,12.7.22,19.7.22,26.7.22,2.8.22,9.8.22,16.8.22,23.8.22,30.8.22,6.9.22,13.9.22,20.9.22,27.9.22,4.10.22,11.10.22,18.10.22,25.10.22,1.11.22,8.11.22,15.11.22,22.11.22,29.11.22,6.12.22,13.12.22,20.12.22,27.12.22,3.1.23,10.1.23,17.1.23,24.1.23,31.1.23,7.2.23,14.2.23,21.2.23,28.2.23,7.3.23,14.3.23,21.3.23,28.3.23,4.4.23,11.4.23,18.4.23,25.4.23,2.5.23,9.5.23,16.5.23,23.5.23,30.5.23,6.6.23,13.6.23,20.6.23,27.6.23,4.7.23,11.7.23,18.7.23,25.7.23,1.8.23,8.8.23,15.8.23,22.8.23,29.8.23,5.9.23,12.9.23,19.9.23,26.9.23
571547,Chroustovice,1254,1,80,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,7,14,19,17,4,2,3,1,2,6,8,13,9,7,6,11,1,5,24,7,18,11,7,2,4,1,3,2,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,10,19,17,27,17,17,11,4,1,9,23,28,33,14,10,7,11,12,22,5,1,3,1,2,1,1,0,0,0,0,0,1,0,0,1,1,4,1,5,4,2,1,3,1,2,3,3,5,5,4,3,0,1,0,0,1,1,0,0,0,0,0,0,1,2,2,2,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592919,Bošovice,1254,8,638,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,6,9,10,15,3,3,4,4,5,6,15,4,14,4,5,2,8,8,12,17,20,7,8,14,3,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,33,9,9,12,18,19,12,5,9,2,2,9,15,50,29,31,14,12,12,13,3,8,4,3,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,1,0,2,2,0,1,2,2,1,1,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567531,Hostomice (TP),1254,6,478,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,478.5,478.5,478.5,478.5,478.5,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,5,5,5,6,2,1,2,2,3,4,1,4,7,2,3,4,7,11,27,12,5,18,10,8,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,5,1,2,6,2,9,9,0,2,3,3,25,31,14,18,10,5,9,8,6,5,1,1,0,0,1,1,0,0,0,0,3,0,0,0,5,1,0,0,1,1,2,0,3,2,3,3,0,1,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
538841,Světice,1253,5,399,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,319.2,399.0,399.0,399.0,399.0,399.0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,1,2,5,4,13,8,0,2,1,1,3,6,6,12,8,2,3,5,5,19,28,6,2,9,4,5,8,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,16,9,14,13,16,8,15,17,8,18,18,20,58,53,31,16,16,7,8,10,13,5,6,10,2,0,0,0,0,0,0,0,1,0,3,0,0,3,3,5,2,2,1,2,1,1,1,2,4,5,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599735,Březová-Oleško,1252,2,160,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,159.7,159.7,159.7,159.7,159.7,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,3,4,6,6,9,1,1,0,6,4,9,12,11,6,5,1,2,7,3,13,6,5,4,2,4,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2,4,10,23,15,25,12,13,8,8,5,8,40,37,45,17,22,5,10,7,6,7,5,8,9,3,2,0,2,0,0,0,0,1,0,3,2,2,3,4,1,5,0,0,0,4,3,3,6,2,1,3,0,3,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
551716,Sedlice (ST),1252,4,320,399.4,399.4,399.4,399.4,399.4,399.4,319.5,399.4,399.4,399.4,399.4,399.4,319.5,319.5,319.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,3,6,4,5,6,3,0,1,2,4,2,4,4,1,3,9,9,8,4,20,31,24,19,10,4,6,3,6,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,10,13,9,12,10,6,6,5,1,7,22,15,18,12,13,7,7,8,11,4,3,6,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,3,4,3,2,0,1,5,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
568554,Rybí,1252,2,160,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,7,3,4,12,8,5,4,3,4,10,9,11,7,9,6,2,1,3,10,9,22,11,2,3,4,0,3,2,4,2,0,1,1,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,2,2,4,9,22,18,9,16,17,13,7,0,1,9,27,30,33,18,12,7,0,8,5,4,4,0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,1,2,2,2,1,0,2,2,0,5,1,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
534731,Cítov,1251,4,320,159.9,159.9,159.9,159.9,159.9,159.9,159.9,239.8,239.8,239.8,239.8,239.8,239.8,319.7,319.7,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,5,8,10,5,1,4,2,2,8,18,13,14,12,12,3,4,9,4,14,11,15,8,7,4,3,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,3,3,6,7,8,21,9,2,2,5,5,1,7,24,63,27,11,7,11,15,15,4,7,2,7,0,0,5,0,0,0,0,0,0,2,1,0,2,1,2,2,4,5,5,1,1,2,5,0,3,3,3,2,4,1,1,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
545546,Chvalšiny,1250,5,400,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,3,1,6,5,2,2,8,7,1,6,7,3,8,16,7,7,8,4,4,6,7,4,13,6,4,1,5,4,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,5,7,11,5,7,12,14,10,12,6,6,2,1,7,17,25,23,17,16,9,2,10,7,1,4,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,2,1,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586099,Čejč,1249,7,560,640.5,640.5,640.5,640.5,640.5,640.5,640.5,640.5,640.5,640.5,560.4,560.4,560.4,560.4,560.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,8,7,5,5,1,0,1,5,9,5,5,9,2,7,16,12,13,9,7,13,4,7,5,0,1,1,3,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,5,3,11,11,7,4,5,5,4,1,3,15,12,29,19,28,16,5,9,14,9,6,9,5,2,1,0,0,0,0,0,0,0,0,1,1,0,4,3,1,0,0,0,2,0,0,2,3,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
578584,Pomezí,1249,10,801,720.6,720.6,720.6,720.6,720.6,720.6,640.5,720.6,720.6,720.6,720.6,720.6,720.6,800.6,800.6,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,7,21,19,20,12,8,6,2,2,6,8,6,10,7,6,2,1,4,2,12,11,26,14,10,8,5,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10,15,19,12,21,9,5,7,5,9,20,35,32,17,27,11,16,7,4,6,3,4,2,4,0,2,1,0,0,0,0,0,1,0,3,4,3,2,2,1,1,4,3,5,10,6,2,3,1,3,3,0,1,1,2,0,2,2,1,0,0,0,0,0,0,2,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
549584,Mirotice,1248,3,240,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,240.4,160.3,160.3,160.3,240.4,240.4,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,2,4,10,3,15,5,3,0,2,3,1,4,10,17,4,5,8,2,3,8,29,27,8,6,6,2,2,1,6,6,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,0,0,0,0,2,2,6,13,16,21,16,1,1,2,8,9,27,50,21,12,10,3,4,2,10,13,9,3,0,2,1,0,0,0,0,0,0,0,0,1,0,1,6,0,2,0,0,0,2,1,2,2,0,2,1,4,0,3,0,1,2,0,0,0,1,2,1,0,0,2,0,3,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
538752,Senohraby,1245,3,241,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,9,5,4,8,10,6,3,3,2,5,3,6,9,8,19,7,12,14,8,15,9,5,3,6,7,3,4,3,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,2,7,3,7,14,11,9,2,5,15,7,7,12,29,31,31,23,24,11,13,7,11,17,9,6,6,2,0,0,1,0,0,3,1,2,1,0,0,3,1,3,3,1,3,1,3,1,2,1,5,2,1,2,3,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510491,Štítina,1245,6,482,401.6,401.6,401.6,401.6,401.6,401.6,401.6,481.9,481.9,481.9,481.9,481.9,481.9,481.9,481.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5,10,18,10,9,10,4,1,0,8,4,5,11,24,18,11,11,10,4,8,5,2,6,6,5,10,4,4,2,3,2,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,13,11,7,28,11,10,18,5,6,5,8,3,15,35,38,36,16,11,6,5,12,23,9,11,3,1,1,1,0,1,0,0,0,0,0,1,1,0,3,5,2,4,0,2,3,2,1,2,7,8,2,4,3,3,2,1,0,0,3,3,1,0,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
584215,Zbraslav,1240,7,564,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,6,6,3,2,5,8,3,9,14,3,5,1,6,5,3,3,4,16,11,10,1,3,10,14,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,11,4,5,11,12,20,15,17,8,2,6,10,14,34,39,29,10,8,2,4,8,2,5,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,4,0,2,2,2,3,0,5,1,2,1,2,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
531855,Tmaň,1240,1,81,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,4,7,15,8,6,1,0,2,1,2,3,6,6,6,5,7,1,3,5,11,11,7,4,0,1,10,1,6,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,2,1,1,0,1,1,1,3,9,33,20,5,12,21,14,10,14,8,11,34,49,31,14,10,5,9,14,6,7,3,0,6,0,6,4,0,0,0,0,0,1,0,1,3,3,3,4,3,1,3,0,3,6,1,6,0,2,4,6,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558915,Hromnice,1240,7,564,483.9,483.9,483.9,483.9,483.9,483.9,483.9,483.9,564.5,564.5,564.5,564.5,564.5,564.5,564.5,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,14,21,7,6,1,1,0,0,1,3,1,11,10,12,8,4,8,6,8,18,5,8,8,3,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,0,1,3,7,1,5,15,13,11,7,5,3,10,3,8,26,39,19,11,10,10,10,6,3,5,3,9,0,1,2,3,0,0,0,0,0,0,0,2,0,2,3,2,0,1,3,1,3,4,2,3,4,3,1,0,1,2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586188,Hroznová Lhota,1240,8,645,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,645.2,645.2,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,4,7,11,15,13,12,5,1,1,10,4,8,5,3,8,5,5,4,2,1,2,7,4,2,1,4,1,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,4,4,6,11,14,6,5,1,6,3,13,27,71,23,17,20,6,13,6,4,6,3,1,2,1,0,1,1,1,0,0,0,0,2,1,0,2,13,6,7,0,4,4,0,2,0,4,1,0,2,1,1,1,2,2,3,1,1,0,1,0,0,0,0,0,2,2,4,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593516,Račice-Pístovice,1238,5,404,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,403.9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,11,4,3,5,6,7,3,5,2,2,6,5,6,5,9,3,4,16,7,3,6,5,9,5,1,2,8,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,14,18,32,22,11,13,7,7,1,12,21,35,26,17,19,7,11,10,3,5,5,7,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,4,1,2,4,1,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563382,Údlice,1236,5,404,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,404.5,404.5,404.5,404.5,404.5,404.5,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,11,24,14,9,7,3,6,4,4,2,2,3,4,3,6,3,3,2,9,15,9,5,4,3,6,5,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,14,8,13,10,3,5,2,7,8,17,33,40,45,20,10,13,5,10,14,7,7,1,2,3,2,0,1,0,0,0,0,1,0,0,3,2,1,2,7,2,0,1,0,0,1,3,5,7,4,2,0,1,2,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
554502,Dolní Žandov,1235,8,648,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,647.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,3,2,1,5,1,3,3,1,4,1,1,5,9,14,17,5,29,43,12,14,6,4,1,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,4,7,0,3,1,5,11,22,12,13,9,2,5,5,4,7,0,0,1,2,1,1,0,0,1,0,0,0,0,2,1,2,1,0,1,0,0,0,0,4,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533629,Radim (KO),1233,3,243,243.3,243.3,243.3,324.4,324.4,324.4,324.4,324.4,324.4,324.4,324.4,324.4,324.4,243.3,243.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,8,7,8,6,5,4,6,2,4,2,4,22,17,7,2,10,11,7,16,14,15,40,12,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,2,18,11,15,20,14,10,11,6,3,2,2,11,21,45,17,14,7,4,4,14,15,4,11,1,1,2,1,1,1,0,0,0,0,1,1,1,0,1,4,1,1,2,2,5,0,1,2,1,0,0,5,2,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
562823,Staré Křečany,1232,7,568,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,568.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,3,9,9,10,0,3,4,2,1,4,3,6,1,13,5,5,4,3,12,9,8,8,11,25,21,14,8,4,16,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,13,7,10,3,2,0,4,21,31,22,11,7,4,7,9,6,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,5,2,4,6,3,2,9,3,2,1,0,0,6,2,1,1,0,0,5,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582841,Blažovice,1232,3,244,162.3,162.3,162.3,162.3,162.3,162.3,162.3,162.3,162.3,162.3,162.3,162.3,162.3,162.3,243.5,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,2,6,12,13,10,16,4,4,2,2,7,13,1,4,8,3,1,1,1,5,7,9,8,12,11,10,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,6,7,12,12,21,24,1,1,0,1,1,9,14,23,27,16,13,14,8,4,9,7,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,1,4,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
558443,Ladná,1231,2,162,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,4,3,5,0,5,0,3,1,1,2,7,12,2,4,5,6,5,6,5,2,13,11,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,10,11,12,16,14,4,4,3,3,21,16,22,13,13,13,6,8,8,8,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,4,2,2,1,0,1,2,1,3,2,2,3,4,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574350,Provodov-Šonov,1231,2,162,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,2,8,2,10,11,10,6,2,2,6,2,1,5,8,15,20,13,16,13,15,10,14,7,7,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,2,5,7,10,5,3,2,6,7,7,19,61,38,22,8,7,4,8,7,6,6,10,4,4,2,1,0,0,0,0,0,2,0,0,1,1,2,2,3,2,3,3,3,3,1,7,3,1,1,5,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584584,Krumvíř,1230,4,325,406.5,406.5,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,325.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,2,1,5,2,0,3,1,9,6,17,15,7,11,13,4,1,7,15,16,8,4,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,12,0,1,2,2,11,11,14,13,11,4,2,1,0,3,19,46,24,15,12,7,7,8,9,14,7,1,0,4,1,2,0,0,0,1,1,0,0,1,2,2,8,1,4,3,4,3,2,1,1,5,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
