kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 62,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,25.9.24,2.10.24,9.10.24,16.10.24,23.10.24,30.10.24,6.11.24,13.11.24,20.11.24,27.11.24,4.12.24,11.12.24,18.12.24,25.12.24,1.1.25,8.1.25,15.1.25,22.1.25,29.1.25,5.2.25,12.2.25,19.2.25,26.2.25,5.3.25,12.3.25,19.3.25,26.3.25,2.4.25,9.4.25,16.4.25,23.4.25,30.4.25,7.5.25,14.5.25,21.5.25,28.5.25,4.6.25,11.6.25,18.6.25,25.6.25,2.7.25,9.7.25,16.7.25,23.7.25,30.7.25,6.8.25,13.8.25,20.8.25,27.8.25,3.9.25,10.9.25,17.9.25,18.9.25,19.9.25,20.9.25,21.9.25,22.9.25,23.9.25,24.9.25
7109,Přerov,71,78578,24. 9. 2025,17. 9. 2025,"455,6","455,6","449,2","6,4",90,99,100,94,89,82,80,79,77,77,79,77,75,73,73,73,74,73,72,72,72,71,72,71,71,71,72,72,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,72,73,74,76,"532,0","585,4","593,0","560,0","529,4","488,7","472,1","467,1","454,3","454,3","465,8","459,4","442,9","434,0","431,4","430,1","436,5","435,2","427,6","427,6","427,6","422,5","425,1","421,2","422,5","421,2","425,1","427,6","422,5","421,2","421,2","420,0","420,0","422,5","421,2","421,2","423,8","422,5","420,0","420,0","420,0","420,0","420,0","420,0","420,0","421,2","422,5","425,1","428,9","435,2","436,5","449,2","449,2","445,4","442,9","439,1","446,7","449,2","455,6"
7110,Šternberk,71,24028,24. 9. 2025,17. 9. 2025,"636,8","636,8","636,8","0,0",79,90,100,93,91,85,82,75,74,76,74,72,72,71,69,69,70,70,74,74,69,71,72,71,69,68,68,68,69,68,68,68,69,69,68,69,68,68,68,68,68,69,69,69,69,70,70,70,70,70,74,77,"653,4","749,1","828,2","774,1","757,4","707,5","682,5","624,3","611,8","628,4","615,9","599,3","599,3","586,8","570,2","574,3","582,7","582,7","611,8","615,9","574,3","586,8","599,3","591,0","570,2","566,0","566,0","566,0","570,2","566,0","566,0","566,0","570,2","574,3","566,0","570,2","566,0","566,0","566,0","566,0","566,0","570,2","570,2","570,2","570,2","578,5","578,5","578,5","578,5","582,7","611,8","636,8","640,9","632,6","624,3","611,8","607,6","615,9","636,8"
7111,Šumperk,71,68086,24. 9. 2025,17. 9. 2025,"453,8","453,8","439,2","14,7",93,100,99,98,90,85,82,82,83,83,82,82,80,79,78,78,78,78,77,78,77,78,79,79,80,79,79,79,78,77,77,78,77,77,77,77,78,77,77,77,78,77,77,77,78,78,78,79,79,79,80,81,"500,8","540,5","536,1","527,3","484,7","458,2","440,6","440,6","450,9","449,4","443,6","440,6","433,3","428,9","423,0","423,0","420,1","420,1","418,6","420,1","418,6","420,1","424,5","425,9","434,7","425,9","425,9","425,9","421,5","414,2","415,7","421,5","417,1","417,1","415,7","414,2","421,5","417,1","418,6","418,6","420,1","417,1","417,1","417,1","420,1","420,1","420,1","428,9","425,9","428,9","433,3","439,2","443,6","445,0","443,6","440,6","443,6","452,4","453,8"
7112,Uničov,71,22281,24. 9. 2025,17. 9. 2025,"695,7","695,7","682,2","13,5",93,95,93,100,93,86,81,80,79,81,80,78,78,77,74,74,74,74,74,74,74,74,75,74,73,73,73,73,73,73,73,73,73,73,73,74,74,75,73,73,73,73,73,75,76,76,75,74,76,74,76,81,"785,4","798,9","785,4","843,8","780,9","727,1","686,7","673,2","668,7","686,7","677,7","659,8","655,3","646,3","623,8","628,3","623,8","623,8","623,8","628,3","628,3","628,3","632,8","623,8","619,4","619,4","619,4","619,4","619,4","619,4","619,4","619,4","619,4","619,4","619,4","623,8","628,3","632,8","619,4","619,4","619,4","619,4","619,4","632,8","637,3","637,3","632,8","628,3","637,3","628,3","637,3","682,2","686,7","686,7","682,2","668,7","682,2","686,7","695,7"
7113,Zábřeh,71,33142,24. 9. 2025,17. 9. 2025,"479,8","479,8","431,5","48,3",92,91,93,100,91,79,77,75,70,73,70,68,68,65,63,66,66,64,64,63,63,63,62,63,63,62,62,63,63,63,62,62,62,62,62,63,64,62,62,62,63,63,62,62,62,63,64,62,63,65,66,74,"534,1","531,0","540,1","582,3","528,0","458,6","449,6","434,5","407,3","425,4","407,3","395,3","395,3","380,2","368,1","386,2","383,2","374,1","374,1","365,1","365,1","365,1","362,1","365,1","365,1","362,1","362,1","365,1","368,1","368,1","362,1","362,1","362,1","362,1","362,1","365,1","371,1","362,1","362,1","362,1","368,1","368,1","362,1","362,1","362,1","365,1","371,1","362,1","368,1","380,2","386,2","431,5","431,5","437,5","434,5","425,4","434,5","455,6","479,8"
7201,Bystřice pod Hostýnem,72,15131,24. 9. 2025,17. 9. 2025,"416,4","416,4","416,4","0,0",90,93,96,95,92,92,93,90,96,96,95,100,99,95,95,95,95,90,92,92,86,85,88,89,85,85,85,85,85,85,85,85,85,85,85,85,85,86,85,85,85,85,85,86,85,85,85,85,86,86,85,86,"436,2","449,4","462,6","456,0","442,8","442,8","449,4","436,2","462,6","462,6","456,0","482,5","475,8","456,0","456,0","456,0","456,0","436,2","442,8","442,8","416,4","409,8","423,0","429,6","409,8","409,8","409,8","409,8","409,8","409,8","409,8","409,8","409,8","409,8","409,8","409,8","409,8","416,4","409,8","409,8","409,8","409,8","409,8","416,4","409,8","409,8","409,8","409,8","416,4","416,4","409,8","416,4","423,0","423,0","423,0","423,0","416,4","416,4","416,4"
7202,Holešov,72,21683,24. 9. 2025,17. 9. 2025,"456,6","456,6","424,3","32,3",97,96,100,96,93,94,92,91,93,90,88,91,91,88,88,88,88,88,88,88,87,86,86,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,85,85,85,85,85,87,87,89,"461,2","456,6","475,0","456,6","442,7","447,4","438,1","433,5","442,7","428,9","419,7","433,5","433,5","419,7","419,7","419,7","419,7","419,7","419,7","419,7","415,1","410,5","410,5","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","405,8","410,5","410,5","405,8","405,8","405,8","405,8","405,8","415,1","415,1","424,3","438,1","442,7","442,7","442,7","452,0","452,0","456,6"
7203,Kroměříž,72,67708,24. 9. 2025,17. 9. 2025,"617,4","617,4","587,8","29,5",94,100,95,94,91,89,89,86,85,89,88,86,85,83,83,83,84,86,89,89,84,81,82,82,80,80,79,79,79,80,80,79,79,79,79,79,79,80,79,79,79,79,79,79,80,80,80,80,80,81,81,83,"666,1","710,4","677,9","667,6","645,4","630,6","635,1","614,4","607,0","630,6","623,3","608,5","601,1","589,3","587,8","592,2","598,2","608,5","629,2","629,2","599,6","574,5","581,9","581,9","571,6","565,7","562,7","562,7","564,2","565,7","567,1","564,2","561,2","561,2","564,2","561,2","562,7","565,7","564,2","562,7","564,2","564,2","564,2","564,2","568,6","571,6","567,1","570,1","571,6","576,0","574,5","587,8","592,2","599,6","601,1","598,2","602,6","611,4","617,4"
7204,Luhačovice,72,18766,24. 9. 2025,17. 9. 2025,"527,5","527,5","538,2","-10,7",93,96,96,100,95,89,87,88,85,85,86,84,89,89,85,87,89,91,89,89,89,87,91,90,88,88,85,84,84,85,85,84,84,84,84,84,84,84,84,85,84,84,84,84,84,85,84,84,84,86,86,89,"564,9","586,2","586,2","607,5","575,5","543,5","527,5","532,9","516,9","516,9","522,2","511,6","538,2","538,2","516,9","527,5","543,5","554,2","538,2","543,5","543,5","527,5","554,2","548,9","532,9","532,9","516,9","511,6","511,6","516,9","516,9","511,6","511,6","511,6","511,6","511,6","511,6","511,6","511,6","516,9","511,6","511,6","511,6","511,6","511,6","516,9","511,6","511,6","511,6","522,2","522,2","538,2","538,2","538,2","538,2","538,2","527,5","527,5","527,5"
7205,Otrokovice,72,34094,24. 9. 2025,17. 9. 2025,"525,0","525,0","513,3","11,7",98,98,100,95,94,92,89,88,87,88,86,86,88,86,84,84,84,84,84,85,85,84,84,85,85,84,84,84,84,84,84,84,84,85,84,84,84,84,84,84,84,84,85,85,85,84,84,85,86,86,85,88,"571,9","571,9","580,7","551,4","548,5","533,8","516,2","513,3","504,5","510,4","501,6","501,6","510,4","498,6","489,8","489,8","489,8","489,8","489,8","492,8","492,8","489,8","489,8","495,7","492,8","489,8","486,9","486,9","486,9","486,9","486,9","486,9","489,8","492,8","489,8","486,9","486,9","486,9","486,9","486,9","489,8","489,8","492,8","495,7","492,8","486,9","486,9","492,8","501,6","501,6","495,7","513,3","519,2","519,2","519,2","516,2","519,2","519,2","525,0"
7206,Rožnov pod Radhoštěm,72,35029,24. 9. 2025,17. 9. 2025,"428,2","428,2","416,8","11,4",99,98,97,99,100,99,93,94,99,94,91,92,91,90,90,90,90,90,92,92,92,91,90,90,89,89,90,89,89,89,89,89,89,89,89,89,89,89,89,89,89,91,89,90,90,89,89,90,89,90,92,93,"445,3","439,6","436,8","445,3","448,2","442,5","416,8","422,5","442,5","422,5","408,2","411,1","408,2","402,5","402,5","405,4","402,5","405,4","411,1","413,9","413,9","408,2","402,5","405,4","399,7","399,7","402,5","399,7","396,8","396,8","396,8","396,8","399,7","399,7","396,8","399,7","399,7","396,8","396,8","396,8","399,7","408,2","396,8","405,4","405,4","399,7","399,7","405,4","399,7","402,5","411,1","416,8","416,8","422,5","419,7","419,7","419,7","425,4","428,2"
7207,Uherské Hradiště,72,89803,24. 9. 2025,17. 9. 2025,"429,8","429,8","383,1","46,8",90,98,100,99,95,85,79,78,78,74,69,69,69,67,65,65,65,65,65,64,63,63,63,63,63,63,64,64,64,64,64,63,63,64,64,64,63,63,63,63,63,63,63,63,64,63,62,64,65,67,69,70,"494,4","537,8","546,8","543,4","517,8","465,5","433,2","427,6","425,4","405,3","378,6","377,5","377,5","368,6","356,3","357,4","356,3","354,1","357,4","349,7","346,3","345,2","344,1","345,2","346,3","344,1","347,4","349,7","348,5","350,8","349,7","345,2","345,2","349,7","350,8","347,4","345,2","341,9","344,1","346,3","346,3","343,0","343,0","341,9","348,5","346,3","340,7","347,4","356,3","364,1","378,6","383,1","383,1","379,7","380,8","380,8","397,5","412,0","429,8"
7208,Uherský Brod,72,51693,24. 9. 2025,17. 9. 2025,"443,0","443,0","408,2","34,8",90,95,99,100,96,92,86,85,84,84,83,80,78,79,78,77,78,78,78,79,80,78,73,74,73,73,73,73,74,74,75,74,74,74,75,74,74,73,73,73,73,74,74,74,73,75,76,77,78,78,77,80,"460,4","485,6","506,8","510,7","491,4","470,1","437,2","433,3","429,5","431,4","423,7","410,1","400,4","404,3","396,6","394,6","396,6","396,6","396,6","404,3","408,2","398,5","373,4","377,2","375,3","375,3","373,4","373,4","377,2","379,2","381,1","379,2","377,2","377,2","381,1","379,2","377,2","373,4","373,4","373,4","375,3","377,2","377,2","377,2","373,4","385,0","388,8","390,8","398,5","400,4","394,6","408,2","412,0","412,0","412,0","406,2","415,9","429,5","443,0"
7209,Valašské Klobouky,72,22889,24. 9. 2025,17. 9. 2025,"629,1","629,1","602,9","26,2",100,99,92,88,91,87,82,81,81,81,82,82,79,80,79,80,80,79,80,79,79,79,81,81,80,79,80,81,80,80,80,79,79,79,79,79,79,80,81,81,80,79,79,79,81,81,81,83,80,82,84,87,"694,7","690,3","637,9","611,6","633,5","607,3","572,3","559,2","563,6","559,2","568,0","568,0","550,5","554,9","550,5","554,9","554,9","550,5","554,9","550,5","550,5","550,5","559,2","559,2","554,9","550,5","554,9","559,2","554,9","554,9","554,9","550,5","550,5","550,5","550,5","550,5","550,5","554,9","559,2","559,2","554,9","550,5","550,5","550,5","559,2","559,2","563,6","576,7","554,9","568,0","585,4","602,9","611,6","616,0","616,0","598,5","607,3","624,8","629,1"
7210,Valašské Meziříčí,72,42503,24. 9. 2025,17. 9. 2025,"468,2","468,2","404,7","63,5",96,96,97,100,99,93,88,85,88,87,84,84,83,83,83,83,82,80,80,82,81,80,80,81,80,80,80,80,80,80,80,80,80,80,80,80,82,82,80,80,80,81,80,81,81,82,81,81,82,83,82,92,"423,5","423,5","425,9","440,0","437,6","407,0","385,9","374,1","385,9","383,5","371,7","369,4","367,0","364,7","364,7","364,7","360,0","352,9","352,9","360,0","357,6","350,6","352,9","357,6","352,9","350,6","352,9","352,9","352,9","350,6","350,6","350,6","352,9","352,9","350,6","350,6","360,0","360,0","350,6","350,6","352,9","355,3","350,6","355,3","357,6","360,0","355,3","355,3","360,0","367,0","362,3","404,7","409,4","418,8","418,8","414,1","437,6","458,8","468,2"
7211,Vizovice,72,17250,24. 9. 2025,17. 9. 2025,"359,4","359,4","330,4","29,0",85,100,80,70,67,63,60,62,58,58,55,54,53,52,51,51,51,51,53,53,51,52,52,51,51,51,52,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,53,52,53,52,53,55,"510,1","602,9","481,2","423,2","405,8","382,6","359,4","371,0","347,8","347,8","330,4","324,6","318,8","313,0","307,2","307,2","307,2","307,2","318,8","318,8","307,2","313,0","313,0","307,2","307,2","307,2","313,0","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","307,2","313,0","318,8","313,0","318,8","313,0","318,8","330,4","342,0","336,2","330,4","330,4","342,0","347,8","359,4"
7212,Vsetín,72,64648,24. 9. 2025,17. 9. 2025,"561,5","561,5","553,8","7,7",97,100,99,94,89,84,83,83,84,85,84,83,83,82,79,78,78,78,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,77,77,77,78,79,81,83,86,"629,6","646,6","637,3","609,5","577,0","542,9","536,8","533,7","541,4","549,1","541,4","538,3","539,8","530,6","508,9","505,8","507,4","502,7","499,6","498,1","496,5","496,5","496,5","499,6","496,5","498,1","499,6","499,6","498,1","496,5","496,5","498,1","498,1","498,1","499,6","498,1","498,1","498,1","498,1","498,1","496,5","496,5","498,1","501,2","498,1","498,1","498,1","505,8","512,0","521,3","539,8","553,8","553,8","552,2","549,1","541,4","544,5","550,7","561,5"
7213,Zlín,72,99334,24. 9. 2025,17. 9. 2025,"433,9","433,9","417,8","16,1",96,96,100,100,95,88,86,88,87,85,87,86,84,83,82,82,82,82,82,82,82,83,82,82,81,83,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,82,82,83,83,82,82,85,85,84,88,"452,0","452,0","473,2","471,1","451,0","415,8","405,7","415,8","410,7","402,7","409,7","405,7","395,6","391,6","388,6","386,6","387,6","386,6","388,6","388,6","388,6","390,6","388,6","387,6","385,6","390,6","389,6","388,6","386,6","387,6","386,6","386,6","386,6","386,6","386,6","387,6","388,6","387,6","388,6","387,6","389,6","390,6","387,6","386,6","390,6","390,6","387,6","389,6","400,7","400,7","399,7","417,8","420,8","423,8","420,8","417,8","419,8","426,8","433,9"
8001,Bílovec,80,25728,24. 9. 2025,17. 9. 2025,"653,0","653,0","555,8","97,2",93,98,100,97,93,82,82,83,82,84,84,81,77,77,77,77,77,77,76,76,77,77,77,77,77,77,79,77,76,76,76,77,77,76,76,76,76,77,76,76,77,77,76,76,77,77,77,77,80,78,80,83,"625,8","656,9","672,4","653,0","625,8","551,9","551,9","555,8","548,0","567,5","563,6","544,2","520,8","520,8","520,8","516,9","516,9","516,9","513,1","513,1","520,8","520,8","520,8","520,8","520,8","520,8","528,6","516,9","513,1","513,1","513,1","516,9","516,9","513,1","513,1","513,1","513,1","516,9","513,1","513,1","516,9","516,9","513,1","513,1","516,9","520,8","516,9","520,8","536,4","524,7","540,3","555,8","548,0","575,2","575,2","575,2","610,2","637,4","653,0"
8002,Bohumín,80,33644,24. 9. 2025,17. 9. 2025,"439,9","439,9","434,0","5,9",98,100,100,95,95,89,86,84,84,88,85,85,84,83,84,84,82,80,81,82,82,81,81,80,80,80,81,81,80,80,81,81,80,80,80,81,80,80,80,81,80,80,81,80,80,81,82,82,84,83,82,85,"496,4","508,3","508,3","481,5","484,5","451,8","436,9","428,0","425,0","445,8","434,0","431,0","425,0","422,1","425,0","425,0","416,1","407,2","410,2","416,1","419,1","413,1","410,2","407,2","407,2","407,2","410,2","410,2","407,2","407,2","410,2","410,2","407,2","407,2","407,2","410,2","407,2","407,2","407,2","410,2","407,2","407,2","410,2","407,2","407,2","413,1","419,1","416,1","425,0","422,1","419,1","434,0","434,0","436,9","436,9","434,0","436,9","436,9","439,9"
8003,Bruntál,80,35543,24. 9. 2025,17. 9. 2025,"509,2","509,2","517,7","-8,4",98,100,96,95,94,92,93,93,93,90,91,92,92,90,91,91,89,89,90,91,91,90,91,91,91,90,89,89,89,89,89,89,89,89,89,89,90,89,89,89,89,89,89,89,89,89,89,90,89,90,91,92,"548,6","559,9","540,2","531,8","526,1","517,7","520,5","520,5","523,3","506,4","512,1","517,7","514,9","506,4","509,2","509,2","500,8","500,8","503,6","509,2","512,1","506,4","509,2","509,2","509,2","506,4","500,8","500,8","500,8","500,8","498,0","498,0","498,0","498,0","498,0","500,8","503,6","498,0","498,0","498,0","498,0","498,0","498,0","500,8","498,0","498,0","500,8","503,6","500,8","503,6","512,1","517,7","514,9","514,9","509,2","506,4","506,4","506,4","509,2"
8004,Český Těšín,80,24864,24. 9. 2025,17. 9. 2025,"526,9","526,9","498,7","28,2",93,100,94,93,85,79,73,75,78,77,73,72,72,71,69,69,69,69,68,70,70,69,70,70,69,69,69,69,68,68,68,68,68,68,68,68,68,68,69,69,69,70,68,68,69,70,71,72,72,74,76,83,"555,0","599,3","563,1","559,0","510,8","470,6","438,4","450,5","466,5","458,5","438,4","430,3","430,3","426,3","414,3","414,3","414,3","414,3","410,2","418,3","418,3","414,3","418,3","418,3","414,3","414,3","414,3","414,3","410,2","410,2","410,2","410,2","410,2","410,2","410,2","410,2","410,2","410,2","414,3","414,3","414,3","418,3","410,2","410,2","414,3","418,3","426,3","430,3","434,4","446,4","454,5","498,7","526,9","530,9","514,8","506,8","514,8","518,8","526,9"
8005,Frenštát pod Radhoštěm,80,19637,24. 9. 2025,17. 9. 2025,"448,1","448,1","427,8","20,4",78,83,89,100,86,86,79,77,77,79,79,82,82,75,75,74,75,75,74,73,73,74,73,72,72,72,73,74,72,73,73,74,74,75,75,75,77,75,73,72,72,72,72,72,75,74,72,74,74,76,76,79,"422,7","453,2","483,8","544,9","468,5","468,5","432,9","417,6","417,6","432,9","432,9","448,1","448,1","407,4","407,4","402,3","407,4","407,4","402,3","397,2","397,2","402,3","397,2","392,1","392,1","392,1","397,2","402,3","392,1","397,2","397,2","402,3","402,3","407,4","407,4","407,4","417,6","407,4","397,2","392,1","392,1","392,1","392,1","392,1","407,4","402,3","392,1","402,3","402,3","412,5","412,5","427,8","432,9","432,9","432,9","427,8","437,9","437,9","448,1"
8006,Frýdek-Místek,80,112690,24. 9. 2025,17. 9. 2025,"478,3","478,3","465,9","12,4",99,100,100,100,96,89,85,85,85,83,82,82,82,82,80,81,80,81,80,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,82,84,"547,5","552,0","551,1","553,7","532,4","493,4","472,1","468,5","469,4","462,3","455,2","456,1","453,5","452,6","445,5","447,2","445,5","447,2","445,5","446,4","444,6","442,8","443,7","443,7","442,8","445,5","443,7","441,9","445,5","445,5","442,8","442,8","441,9","442,8","443,7","443,7","442,8","443,7","445,5","445,5","442,8","443,7","444,6","443,7","445,5","443,7","443,7","445,5","441,9","449,9","454,3","465,9","470,3","469,4","465,0","463,2","465,9","469,4","478,3"
8007,Frýdlant nad Ostravicí,80,25418,24. 9. 2025,17. 9. 2025,"452,4","452,4","432,8","19,7",88,100,93,85,85,80,77,78,78,79,78,78,80,78,76,77,76,77,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,78,78,77,"495,7","562,6","523,3","480,0","476,0","452,4","432,8","436,7","436,7","444,6","436,7","436,7","448,5","436,7","428,8","432,8","424,9","432,8","428,8","424,9","424,9","424,9","424,9","424,9","424,9","424,9","424,9","424,9","424,9","428,8","428,8","424,9","428,8","428,8","424,9","424,9","424,9","424,9","424,9","424,9","428,8","428,8","424,9","428,8","428,8","428,8","424,9","428,8","432,8","436,7","436,7","432,8","436,7","432,8","432,8","432,8","436,7","440,6","452,4"
8008,Havířov,80,85861,24. 9. 2025,17. 9. 2025,"534,6","534,6","525,3","9,3",96,97,100,97,96,94,91,90,91,90,90,90,89,89,88,88,89,89,89,89,88,88,88,88,89,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,88,88,88,88,88,88,89,89,89,90,91,"555,5","559,0","578,8","561,4","555,5","545,1","528,8","519,4","526,4","522,9","520,6","520,6","517,1","516,0","510,1","511,3","516,0","514,8","514,8","513,6","511,3","510,1","510,1","510,1","512,5","511,3","511,3","511,3","510,1","511,3","511,3","510,1","510,1","510,1","511,3","511,3","510,1","511,3","511,3","510,1","512,5","511,3","511,3","511,3","510,1","511,3","511,3","513,6","514,8","516,0","521,8","525,3","529,9","528,8","527,6","527,6","526,4","529,9","534,6"
8009,Hlučín,80,40416,24. 9. 2025,17. 9. 2025,"445,4","445,4","433,0","12,4",97,99,96,100,95,90,87,86,86,86,86,84,86,85,84,87,86,86,85,84,84,82,83,83,82,81,81,81,82,82,82,81,81,81,81,81,81,82,82,82,81,81,83,83,82,82,82,83,84,84,83,86,"487,4","494,9","480,0","502,3","477,5","450,3","435,5","430,5","430,5","433,0","433,0","423,1","430,5","428,0","420,6","435,5","430,5","430,5","428,0","420,6","420,6","410,7","415,7","415,7","413,2","408,3","408,3","408,3","410,7","413,2","410,7","408,3","408,3","408,3","408,3","408,3","408,3","413,2","413,2","410,7","408,3","408,3","415,7","415,7","413,2","413,2","410,7","415,7","423,1","420,6","418,2","433,0","437,9","442,9","437,9","435,5","442,9","442,9","445,4"
8010,Jablunkov,80,22480,24. 9. 2025,17. 9. 2025,"418,1","418,1","409,3","8,9",94,94,95,100,92,89,86,85,86,83,81,82,83,81,82,82,82,82,83,82,82,82,82,81,81,81,81,82,82,81,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,83,84,83,83,84,"453,7","453,7","462,6","484,9","444,8","431,5","418,1","413,7","418,1","404,8","391,5","395,9","400,4","391,5","395,9","395,9","395,9","395,9","400,4","395,9","395,9","395,9","395,9","391,5","391,5","391,5","391,5","395,9","395,9","391,5","391,5","391,5","391,5","391,5","391,5","391,5","391,5","391,5","391,5","391,5","391,5","391,5","395,9","395,9","395,9","395,9","395,9","404,8","409,3","400,4","400,4","409,3","409,3","409,3","409,3","409,3","418,1","418,1","418,1"
8011,Karviná,80,61263,24. 9. 2025,17. 9. 2025,"734,5","734,5","719,8","14,7",96,97,99,100,97,95,94,93,93,93,92,92,92,91,90,91,91,92,92,91,91,91,91,91,91,91,91,91,90,90,90,90,91,91,90,90,91,91,91,91,91,91,91,90,91,91,91,91,92,92,92,93,"742,7","754,1","763,9","773,7","752,5","731,3","729,6","723,1","716,6","718,2","715,0","708,4","711,7","706,8","698,6","701,9","705,2","708,4","711,7","703,5","701,9","701,9","700,3","700,3","701,9","701,9","703,5","701,9","698,6","698,6","698,6","698,6","700,3","700,3","698,6","698,6","700,3","700,3","703,5","701,9","703,5","703,5","700,3","698,6","701,9","703,5","701,9","705,2","711,7","713,3","711,7","719,8","721,5","723,1","723,1","718,2","726,4","734,5","734,5"
8012,Kopřivnice,80,40686,24. 9. 2025,17. 9. 2025,"452,2","452,2","447,3","4,9",99,100,96,96,92,90,86,85,89,88,83,82,81,81,80,81,80,80,82,82,80,81,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,80,80,80,80,80,80,81,81,82,81,85,89,"496,5","503,9","481,7","481,7","464,5","454,7","435,0","430,1","447,3","442,4","420,3","415,4","410,5","410,5","405,5","408,0","405,5","405,5","412,9","412,9","405,5","408,0","410,5","410,5","403,1","405,5","405,5","403,1","403,1","403,1","403,1","400,6","400,6","400,6","403,1","403,1","405,5","405,5","408,0","408,0","405,5","405,5","403,1","405,5","405,5","405,5","408,0","410,5","412,9","410,5","427,7","447,3","452,2","447,3","447,3","440,0","435,0","444,9","452,2"
8013,Kravaře,80,21080,24. 9. 2025,17. 9. 2025,"426,9","426,9","422,2","4,7",93,97,100,92,92,87,77,77,77,76,78,77,73,75,73,77,80,75,80,82,79,77,78,75,69,68,68,68,69,68,68,68,68,68,68,68,68,68,69,69,68,68,69,68,69,70,73,74,73,75,79,80,"488,6","512,3","526,6","483,9","483,9","460,2","403,2","403,2","403,2","398,5","412,7","403,2","384,3","393,7","384,3","403,2","422,2","393,7","422,2","431,7","417,5","408,0","412,7","393,7","365,3","360,5","360,5","360,5","365,3","360,5","360,5","360,5","360,5","360,5","360,5","360,5","360,5","360,5","365,3","365,3","360,5","360,5","365,3","360,5","365,3","370,0","384,3","389,0","384,3","393,7","417,5","422,2","426,9","436,4","422,2","417,5","422,2","426,9","426,9"
8014,Krnov,80,39407,24. 9. 2025,17. 9. 2025,"609,0","609,0","616,6","-7,6",84,96,100,95,88,85,80,82,81,80,82,80,81,79,77,80,80,78,78,78,78,78,76,77,77,76,76,76,76,76,76,77,76,76,76,77,76,76,76,77,77,77,78,77,77,78,78,77,78,80,82,84,"616,6","710,5","738,4","700,4","652,2","624,3","588,7","606,5","598,9","593,8","606,5","588,7","596,3","581,1","571,0","588,7","593,8","573,5","576,0","576,0","576,0","576,0","563,4","568,4","565,9","563,4","563,4","560,8","560,8","560,8","560,8","565,9","563,4","560,8","563,4","565,9","563,4","563,4","563,4","565,9","565,9","568,4","578,6","571,0","571,0","576,0","573,5","568,4","573,5","591,3","606,5","616,6","609,0","604,0","601,4","591,3","588,7","598,9","609,0"
8015,Nový Jičín,80,48690,24. 9. 2025,17. 9. 2025,"390,2","390,2","365,6","24,6",83,91,100,96,88,83,84,83,82,80,80,78,77,78,77,79,77,77,78,78,77,77,76,75,76,76,75,75,76,76,75,75,75,76,76,75,76,77,77,77,78,77,77,76,77,76,75,75,76,78,79,83,"363,5","398,4","439,5","421,0","388,2","363,5","367,6","365,6","361,5","351,2","351,2","343,0","338,9","343,0","336,8","345,0","338,9","338,9","340,9","340,9","338,9","336,8","332,7","328,6","332,7","334,8","330,7","330,7","332,7","332,7","330,7","330,7","330,7","332,7","332,7","328,6","332,7","336,8","336,8","336,8","343,0","338,9","338,9","334,8","336,8","334,8","328,6","330,7","334,8","340,9","347,1","365,6","361,5","369,7","363,5","363,5","365,6","382,0","390,2"
8016,Odry,80,17073,24. 9. 2025,17. 9. 2025,"562,3","562,3","474,4","87,9",82,97,100,88,76,76,71,66,68,67,64,65,67,61,61,59,63,62,63,64,65,63,60,61,61,62,59,58,58,59,58,58,58,57,57,57,57,58,59,59,60,58,57,57,57,58,59,58,58,63,64,76,"515,4","609,1","626,7","550,6","474,4","474,4","445,1","415,9","427,6","421,7","404,1","410,0","421,7","380,7","380,7","369,0","392,4","386,6","392,4","404,1","410,0","392,4","374,9","380,7","380,7","386,6","369,0","363,1","363,1","369,0","363,1","363,1","363,1","357,3","357,3","357,3","357,3","363,1","369,0","369,0","374,9","363,1","357,3","357,3","357,3","363,1","369,0","363,1","363,1","392,4","398,3","474,4","474,4","497,9","480,3","468,6","492,0","533,0","562,3"
